content,label,predicted_label,result
爱奇艺！嗯！这么说吧！腾讯有的剧爱奇艺没有爱奇艺有的剧腾讯没有！优酷的剧爱奇艺没有，腾讯也没有！所以只要能看电视的都买了会员??????,0,1,FALSE
Cartier自7月1日起，手表类上涨3%，首饰类上涨7%。简单明了一句话，要行动的，要放弃的，自行决定吧。奢华购_兰泊,1,0,FALSE
福州江南水都美域小区35号楼被曝震歪。开发商融侨集团请人检测之后，举行答辩会称：初步结论为楼体各项指标正常。福建省地质测绘院魏总工程师说“经过大致测算结果，大楼倾斜角度在正常范围内。居民看到的大楼严重倾斜可能和其站位及视觉角度有关系，因此还是要以仪器测算为准。”潘石屹，您怎么看？,1,0,FALSE
天天闹的还有没有什么谱了自己的事都没有管好,0,1,FALSE
长期招聘淘宝兼职，时间地点不限，有意者可咨询我，QQ：123445569（加我请备注：兼职）,1,0,FALSE
如果马化滕先生确实是因为酗酒而引起心脏病发作的话，他自己当然要对自己的行为负责。但我想说的是：昨天和他一起喝酒特别是强灌他的酒友们，对他的去世你们没有责任吗？如果想想自己昨天硬灌了他几杯酒？当他说不喝的时候，诸位是劝停还是劝喝了？我奉劝所有强灌别人喝酒的人记住：住手与住口！,1,0,FALSE
白宫官网消息：吉利德公司的瑞德西韦明日（2月3日）开始在中国临床试验。经特朗普总统特批，同意将该药物专利豁免，向中国紧急公开药物分子结构。至2020年4月27日，允许中国仿制此药用于治疗冠状病毒患者。,1,0,FALSE
"胡同魂：2013年北京什刹海即将开始拆迁！16万平方米胡同被以数十亿元授权给拆毁""北京胡同之根""砖塔胡同的天恒集团进行开发.该项目总投资达83亿,天恒集团获得40亿贷款后还面向港商招商.今年什刹海即将“拆迁近百户”（涉及已经翻修一新的白米斜街和烟袋斜街）。",1,0,FALSE
求证实！！！！！平安马明哲已逃亡国外，据传中央某官员母亲持有平安两亿多美元股份，北京所有外媒、英文媒体都收到材料。内容相当厚实，有事实、有依据、有时间、有地点、连国内审计报告都有。。,1,0,FALSE
每天学点儿心计学:推荐MV《南京1937》，向这样的艺人致敬！,1,0,FALSE
同事与男友分手，做出了一个很奇葩的举动，他登陆了男友的QQ，给好友里每一位女性发了一句话：我分手了，因为我发现我爱的是你！！这里面包括认识的不认识的同学同事朋友等等。发完后她淡定的退出，用自己的QQ给他前男友留了个言：作为前女友，我只能帮你到这了……... ,0,1,FALSE
秋天到了，冬天还会远吗？未来的“文化部部长”兼“二人转转长”山本大叔昨晚已被控制，清算倒计时。拔出萝卜带出泥，洗都洗不干净啊。。。。。。,1,0,FALSE
荣光的一位是谦虚客气的志龙！,0,1,FALSE
信任，就是这么建立起来的，好有爱！！！,0,1,FALSE
这笑声太魔性了！根本停不下来！,0,1,FALSE
京城四少：内地有不少喜欢和女明星传绯闻的富二代，其中几个年轻帅气的被戏称为“京城四少”，即京城四少汪小菲、汪雨、王烁、王珂。汪小菲，“俏江南”集团老板张兰的独子，生活奢侈，喜爱名车。和章子怡传过绯闻，张雨绮曾经是其公开女友，目前已同台湾女星大S...O,1,0,FALSE
再次勾起人们对96黄金一代的回忆。1996年NBA选秀大会带给球迷不可磨灭的记忆：阿伦?艾弗森、科比?布莱恩特、杰梅因?奥尼尔、雷?阿伦、史蒂夫?纳什、斯蒂芬?马布里……96黄金一代一一告别，他们缔造的篮球传奇，球迷永远铭记！,0,1,FALSE
太穿越太欢乐了。各国君王代表队出场，导演杨洁致辞，剧组全体演员大联唱，唐舞，马德华小品，唐僧独唱，金池长老相声，赵丽蓉戏曲小品等节目，让你过足西游瘾。全集在线：【1987年...,0,1,FALSE
:每次看到这样的你，都好心疼！拜托一定要照顾好自己！??????Bigbang权志龙公共主页,0,1,FALSE
爱从来都是相互的，只有索取，终会枯竭。,0,1,FALSE
朴三岁小盆友扑闪扑闪的大眼睛~,0,1,FALSE
谁谁谁--薛莉22:16发微博称：著名作家六六于2013年6月6日晚上21:00突发心脏病，被家人人送往上海长征医院抢救，最终因病情严重，抢救无效于当晚22:00宣告不治病逝！,1,0,FALSE
网友说三年了，朋友从5个，变到7然后再变到9，心疼,0,1,FALSE
哈哈哈，笑疯了！看一次笑一次，根本停不下来,0,1,FALSE
跳进仙人掌里是种什么感觉？这位外国小哥体验了一下。。。（这里是美国）,0,1,FALSE
被消防员救出的猫，眼神已说明了一切,0,1,FALSE
今年4月1日是张国荣逝世十周年，其生前好友兼经纪人陈淑芬将宣布一个保守了十年的秘密。据媒体报道，张国荣系他杀，当时警方在香港旺角将犯罪嫌疑人周峰国抓获。香港警方称，当时抓捕活动只用了两个小时，且掌握了大量证据证明张国荣是周峰国所杀。,1,0,FALSE
生命在于运动，舞台上的舞者、要不是有人从中解释，你敢相信自己的眼睛吗？原来是祖孙二人，感谢她们用绚丽多彩的舞姿展现给观众。亳州・利辛县魏长胜微谈的微博视频,1,0,FALSE
我操吓死爸爸了居然还有这种店！,0,1,FALSE
1象棋：中国政治象征，一切为了保帅；2麻将：中国国民象征，彼此算计只为自己成功；3围棋：中国思维象征，一切都是非白即黑；4军棋：中国官场象征，官大一级压死人；5杂技：中国现状象征，折腾来折腾去都是维稳；6武术：中国军事象征，架式吓人，没见谁制服过谁。,1,0,FALSE
也许有一天，我们都会犯错，我们要约好，吵架的时候告诉自己，错误是短暂的，错过却是永远遗憾的。,0,1,FALSE
朱昱，四川成都人，作品常以人体、生物、尸体、动物为创作材料，中国最具争议性的行为艺术家。在《献祭》这个艺术作品里，朱昱用自己的孩子(四个月大的胎儿)去喂食一条狗。首先找合作女人，怀胎四月引产卤熟后喂狗！――提醒各位别点大图。,1,0,FALSE
??????：主人的数学肯定是体育老师教的……口水都流出来了。,0,1,FALSE
心理学博士张怡筠：不管这个人再有钱，长得再帅，只要他喜欢抱怨，你赶快谢谢他，祝他一辈子幸福，并再也别跟他联系了,0,1,FALSE
"TakinginthatbeautifulShanghaicrowdwithgypsymoonshine,melanienyema,clareturtonderrico,eliottenicoleSostokedtoplay2morehere!-",0,1,FALSE
李白才是真正的预言家，，李白，你这么吊，你家人知道吗？,1,0,FALSE
20130720华龙网华龙娱摆摆报道：新剧曝光首版预告片场面震撼剧情虐心--视频频道(时长01:43）,0,1,FALSE
又来一个凶残的！热门微博排行榜，我王一不小心占了三个位置胖兰你真是在用绳命屠榜！冯绍峰,0,1,FALSE
尼玛，太贱了！没有一点防备的二连击，绝逼友尽了。。,0,1,FALSE
榴莲，也许你都不知道榴莲是如何生长的，没见过榴莲花是多么娇艳动人。好奇博士,0,1,FALSE
哪怕恨到想杀了你最后还是想抱着你爱你痛就痛在这,0,1,FALSE
前方高能，蒙古的羊来了！完整讨论戳：虎扑的步行街的微博视频,1,0,FALSE
八月六观音诞宜日行一善。提早出门。鼠勿粗心大意，牛利出门，忙碌，虎利签约，开会顺利，兔宜低调，多矛盾，龙宜把重要~下来，蛇容易生气，R容易破财，羊勿争论宜先耐心聆听，猴注意上司关糸，u跑砼苋ィ琐碎事多，狗注意和伴侣不和，i不宜揭，慎言行。周一二上海，周三至周日广深州深圳香港,0,1,FALSE
今天下午，在渭南市华州区高塘镇政府院内发生一起跳楼事件。据知情者介绍，疑似一对六十多岁的老夫妻在寻求政府帮助时，不知何因？双双倒在镇政府楼下，生死不详。视频中，疑似一穿制服人拍照...求补充，求真相？陕西渭南公安渭南发布渭南宣传绪刚观天的...,0,1,FALSE
如果有这样一只猫咪，也想偶尔生生小病呢,0,1,FALSE
福州北路福辽立交桥北向南于姑庵路段拉石头别撞在马路边……今早必堵……从这走的早走或者绕路吧……青岛交通广播FM897,0,1,FALSE
今天，我想向大家介绍几位少数民族的警察。,0,1,FALSE
叠衣服想到个事儿，前两年跟我妈逛街的时候，相中一件双排扣的风衣，我妈摇头不让买。等我们走远了，我妈告诉我原因：“瞅那两排大扣，跟猪奶子似的！”这句话导致我现在对双排扣的衣服仍然心有余悸。（via稳稳的蜗牛）,0,1,FALSE
在这个高贵的国家里，菜贵伤民，菜贱伤农。是因为从农村到城里，一路路过了敌占区吗？,0,1,FALSE
近日网传一则视频称，江苏四名妇女轮流掌掴一名小保姆，小保姆来自农村，被打原因是给老人喂饭时老人嫌烫经查证，视频所反映事件于今年3月发生在江苏盐城市，被打者系一名未成年少女，打人者为被打者的前男友的现女友（有点绕），对该事件的具体处理结果可咨询盐城警方。平安江苏...c,0,1,FALSE
24日，佛山顺德龙江一小区内，一女子遛狗时未牵狗绳，她的泰迪突然扑向一只金毛被一口咬死。这女子叫来4、5名男子，用木棍、千斤顶等将金毛打死。目前，其中一打狗男子已被依法刑事拘留，警方正对该案加紧调查处理中。时间新闻视频的狗咬狗导致“悲剧”，为何不给“儿子”戴口罩？,1,0,FALSE
方才截了张图，共赏共赏宋海涛-汽车与你估计是临时工了,1,0,FALSE
不是…这群人是怎么想的…脑残？,1,0,FALSE
广州一中49届校友叶铭业上月在美寄信回校寻初恋：50届李淑琚。两人当年互定白首之约，惜造化弄人，他因战火被迫远走，她在信中说：我会等你。后叶老多次回穗寻找未获。他说，但求有生之年能再见她一面。现寻人仍无果，如有信息可私信本报！为了这份牵挂，扩散！,0,1,FALSE
这就是厨房，你看不是有个门能出去的嘛，出去那里打开的那个窗户就是卫生间的窗户，专业人士报大腿求设计！halou旧家,0,1,FALSE
今日资兴市交警大队几协警未开单据就扣走一台价只千元的旧摩托，赎车时粗算罚款保险得花二千来块钱。纳闷，豆腐岂能卖肉价？后发现交警队内有个卖旧车的小店，恍然大悟！原来你不赎它就卖。祝陈江警官，生意兴隆、财源广进！御史在途郴州市交通警察支队,1,0,FALSE
在网易博客日志《南京法官:&quot;医生离开医院就不可...》中发布了评论“应该修改这个法律。李芊医生没有错，若李芊医生当时不帮助那位产...”O,1,0,FALSE
"瑞典研究:如果夫妻中有一人每天上下班路程花费45分钟以上,回家时就会因过于疲劳而无法分担家务.而另一方会有被忽视的感觉.冲突便逐渐增加;那些要花很长时间乘车或驾车上下班的人和配偶离婚的可能性比其他人要高出40%..上海离婚率全国排名第2,高达38%;再看看拥堵程度,准阿!!!",1,0,FALSE
踏入社会你必须做到的九件事。,0,1,FALSE
东论网友“SMITHWANG”发帖：出来吃个饭被某店里的一幕惊到，听店里其他客人反映，美团外卖员因订单快要超时，催促商家出餐引起商家不满。而对外卖员破口大骂，双方发生口角，后来矛盾升级引发双方动手。宁波这点事的微博视频,1,0,FALSE
金溪县景湖花苑黑社会带几十个人来白马路象山学府这里强行拆路，，老人躺在地上，，我们打110，120没有一个过来救人的都没有，还要我们自己送去，，政府人声称：知道这个事，不归他们管，叫我们自己去跟当地镇长谈，，。大家帮帮忙，转发出去，谢谢！小燕子的名...|抚州・秀谷...,0,1,FALSE
1988年冬，上海一起火灾，母亲抱着3个月大的女儿被困4楼窗台。一名消防员抱着女婴往下爬，电线打来他触电摔下，坠地瞬间将女婴搂在胸膛。她平安，他却粉碎性骨折……如今女孩学成回国，几经周折找到救命恩人陆玉明，只为亲口说声“谢谢”！,0,1,FALSE
暴躁老姐，买单时被插队，直接重拳出击不正常人类调研中心的微博视频,1,0,FALSE
我市某商场某饭店，一个四岁的小女孩被打的全部视频，是非公道，自有评说～,0,1,FALSE
江苏宿迁62岁的林兰松老人，家里有块石头，是上一辈耕田时偶尔捡到的。最近，林老汉把石头拿给考古工地的专家瞧，没想到小小顽石竟是距今至少4000年的石锛，属新石器时期文物。林老汉决定将它无偿送给宿迁市博物馆收藏。为林老汉点赞！（央视记者吴睿）,0,1,FALSE
只想下车问个路，却被愤怒的村民当成人贩子围殴至死……听信网络谣言的村民，为了打击“拐卖儿童团伙”滥用私刑，这不是正义，而是疯狂的谋杀啊！,0,1,FALSE
据微博位置：日前，江苏常熟一辆白色本田车掉进尚湖，从车内下来两男子均未穿衣服，疑玩车震不慎掉入河内,1,0,FALSE
"张玲，女，今年20岁，因突发亚急性肝衰竭，住院两周，病情严重，已报病危，目前急需0M血液进行血浆置换，才可挽救。但张玲的血型是被称""熊猫血""的Ｒｈ阴性Ｏ型，属于非常稀有的血型，医院希望大家能在短时间通过网络等一切途径将这个消息发布出去，以寻求更大范围帮助！联系方式：13948110961",1,0,FALSE
黑旅行社黑导游扎窝云南这是不争的事实，云南某些部门不作为这事都见怪不怪了，女子在丽江遭暴打了，只能发微博求助，这真是一个报警不如发微博的世道,0,1,FALSE
精确到每个科的排名，细心的你请保存一份，以后自己或身边的亲友可能会用到！！！,0,1,FALSE
2017年10月1日晚，拉斯维加斯露天音乐会上发生了枪击后，第二天德州就变成这种画风了……,1,0,FALSE
一张63套房离婚协议书在网上疯传，其中50套归女方所有，13套归其20岁的女儿所有。而且，协议书属实。这属于个人隐私，净身出户的男人有担当，很多女人都想来一打PS：此类结婚是重大资产重组，离婚应该也不是为了买房！,0,1,FALSE
昨天果然被举报了，天地良心我可一句脏话也没说、一个谣言也没造，只是说出了客观事实不小心上了个热门广场而已（我都不知道这么好上），小汤圆这么玻璃心听不得真话的吗？,0,1,FALSE
据网友称在厦门镇邦路，下雨天时一老人家不小心摩托车撞倒一女子，女子的iPhone6plus掉到地上屏幕碎了，女子让老人家赔，老人家说我知道撞到人赔钱是应该的，但真的没钱。女子扇了几巴掌，还让老人家跪在雨水里…,0,1,FALSE
德国劳工研究协会调查显示，一周超四次性生活的人的平均薪水，要比一周只有一次的人高3.2%。同时在调查了7500个德国家庭之后，发现，性生活更多的人，也会更快乐、更健康、更性感。这一结果使没有性生活的低收入人群黯然失色。,1,0,FALSE
18日，武进一对卖煎饼的老夫妻的孙女失踪了。20日，警方发现孩子尸体被埋在失踪地附近的绿化带里，嫌疑人是常来买煎饼，并带孩子玩耍的熟人。孩子爷爷伤心的称，孩子平日除了在幼儿园，就是跟他们在饼摊上帮忙或玩耍…(现代快报),0,1,FALSE
孙小宁在三月_:全国人口普查最新结果公布：惊人！网上接连爆出“房姐”、“房妹”、“房叔”、“房婶”事件后，公安部对“房事”涉及的户籍管理问题展开彻查。经过全国56.71万管理户籍的民警48小时彻夜核查，发现重叠户口3.5亿多，其中最多的一人同时拥有176个不同城镇的户口。,1,0,FALSE
网警暴雨雷霆快评：冠亚凯旋门超市老板折辱卖菜老人一事已经偏离了道德谴责的轨道，如果人肉搜索、曝光隐私、PS恶搞甚至骚扰威胁就是这座城市的正义，那实在有愧于满街都是圣人的美誉！⊙投票表态：,0,1,FALSE
一条裤子穿两年，一瓶洗面奶用三年。。。,0,1,FALSE
网友爆料：手机3月1号晚上在吉林坐出租车手机丢在车上了，然后我给司机打电话司机之前接了两个然后就不接了，我就开了手机定位。然后不知道为什么定位不到了，我就想着丢了也就丢了，结果今天给我发了条短信说是抓拍到了捡手机的人的照片，现在地址在长春。,0,1,FALSE
我说一个人的时候就不能好好的玩耍吗？,0,1,FALSE
偶是一只nicepuppy，求包养，求关注，求粉丝！,0,1,FALSE
一个人都无趣，两个人怎会有意思？,0,1,FALSE
今天的天府广场仁和春天，，,1,0,FALSE
娘的，不爆受不了，尽量少爆点,1,0,FALSE
原来在年轻时，我们都曾知识渊博！！！,0,1,FALSE
