content,label,title,subtitle,predicted_label
10日下午，温州一微信公众号发布信息称一官员错发“跑官”短信至另一手机用户。经浙江省温州市瓯海区纪委调查，核实该短信系区旅游局党组成员、纪检组长冯某发送，现冯某已被停职检查。(人民网),0,浙江一官员错发“跑官”短信官方：已被停职,,0
转网友曝料，江苏省东海县女镇党委书记徐艳，因不愿陪县委书记关永健上床，竟然被警察毒打致子宫破裂。徐艳一怒揭开6亿贪污大案---东海县石梁河水库水淹地补偿款案，县委书记关永健一个人竟贪污6亿多元。关永健每年搞全县科级干部大调整，仅此每年受贿2000万以上。--转自人网,1,,,1
央视现在的所作所为，将是新闻史上的奇迹。北京PM2.5爆表，它睡着了；上海黄浦江死猪乱漂，它还没醒；香港奶粉政策把脸打得啪啪响，都没能把你央视打醒，关注奶粉安全；一个美国公司的后壳有点问题，象打了鸡血似的，集体追杀；甚至动用全民的资源，去展示中国人的幸福了。呸！via凡人肖申克,1,,,0
巴黎恐袭事件发生后，法国境内总共传出超过50起反穆斯林事件。10日，法国导演吕克?贝松加入声援队伍，在上发表了一封致穆斯林年轻人的公开信。,0,晚读：吕克?贝松致致穆斯林年轻人的公开信,,0
想起来自己曾经装懵懂和一个意大利朋友说不知道为什么我们不能用一堆美国软件他开导我因为他们会窃取你的信息em这朋友三观应该比较正吧,0,,#美共和党议员要求推特封禁中国账户#,0
听说，卢森堡首相贝泰尔携夫人今天抵京，开始对华访问，愁死新闻联播人民日报新华社那些官媒了吧，报还是不报？走着瞧！图二是平时的装扮，图一是对外活动的盛装亮相。,1,难题来了,#卢森堡首相携夫人抵京#,1
暗访画面记录了中国东北中储粮仓库官员以折扣价格购买陈粮或低质粮食，在填写相关文件时却显示是按国家规定的价格购买新粮。报道中曝光的粮食已发芽、变色或发霉。政府组织的粮食和棉花拍卖经常流拍，质量已差到无法商用的地步。,0,英媒：中国官方首次承认大量农储粮或已严重受损,,0
为什么中国外交部给人的感觉永远都是如此软弱？！交涉！交涉！这个词在中国对外已经用烂掉了！！！！！第一次去法国时，或许因为还小，对这个国家对巴黎充满了好感，但今年去后给我的感觉截然不同！脏、乱、差，似乎挖掘不到一丝好感！恶性的法国警察，随手剥夺华人的生命，丧心...展开全文c,0,,#华人遭法国警察枪杀#,0
临沂市委书记奸淫上百幼女.....（燕赵都市网）.原文出处,1,,,1
有些媒体虽圈，但也只能天天看余杭余杭新闻网小强热线都市快报钱江晚报钱江晚报余杭生活央视新闻社会新闻大爆料社会维权曝光民生报道关注凤凰卫视凤凰卫视胡玲文汇报路透中文网Reuters华尔街日报中文网纽约时报中文网twitter中文讯息海de公园de梦想黒幇,1,,,0
两年前，北京新机场建设风声就已传遍，选址处村民们纷纷抢盖房，以期多获赔偿。然而北京市大兴区政府部门拿出的拆迁政策却叫“政府不多花，百姓不少得”。这如同天方夜谭的政策如何实施？一起来看看：,0,北京新机场拆迁记：村民抢盖房，政府怎么办？,,0
前德国总理勃兰特在华沙向犹太死难者下跪，俄罗斯总统普京在卡延纪念碑向死难者下跪，韩国总统李明搏在祈祷时向国民下跪，日本首相菅直人向硫磺岛军人遗骨下跪…动车追尾、北京大水、天津大火、青岛大爆炸！死了那么多的同胞，有哪位官员向人民道歉？更别说向人民下跪了！为何中国的官员如此傲慢？,1,,,1
这是选举办公室工作人员集体犯罪的铁证,1,,,0
郭美美对记者说，她其实就是一个失业人员，并不是大家想象的那样。她还说：她已经向政府申请了低保，目前已经获批。,1,郭美美申请低保，居然获准通过！,,1
为支持和响应世卫组织的倡议，推动新冠肺炎诊断治疗和疫苗研发的生产，欧盟与有关国家共同发起了应对新冠肺炎疫情国际认捐大会。4日，中国驻欧盟使团团长张明作为中国政府代表出席认捐大会视频会议并致辞。中方表示，疫情面前没有旁观者，世界各国都是命运共同体。,0,#抗疫过程中推诿比病毒更可怕#,#抗疫过程中推诿比病毒更可怕#,0
我不是一个阴谋家，但我总觉的央视这个采访，嫌疑人回答的出奇的顺利总是很蹊跷。他直接就说出自己是什么教的，对自己教内事务基本知无不答，似在尽力让别人知道自己是属于邪教杀人，因为据我所知：邪教组织杀人基本上判三年以上七年以下有期徒刑。他会不会是为逃脱法律才这样,1,,#招远麦当劳餐厅打人事件#,0
中国红十字会用车，清一色陆虎，一个字“牛”！尼玛的红十字会啊！红十字会你妹儿啊!,1,,,1
赵红霞女士:你创造了一次单兵作战就扳倒了10多名厅级贪官的骄人战绩。女人的一生应当这样度过，当回首往事的时候，她不至于因为虚度年华而痛悔，也不至于因为过去的碌碌无为而羞愧，在临死的时候，她能够说；我的整个生命和全部精力，都已献给世界上最壮丽的事业，-----为人类的反腐而斗争。,1,,,1
都是孙子，咋境界就这么不一样捏？,0,,,1
求真相！功夫真好！胆子真大！脸皮真厚！据说是某某厅长助理跟女部下偷欢时，被女方爱人堵个正着，情急之下，竟然从8楼窗户爬出，裸体逃跑。O网页链接,1,公务猿,,1
贵州三穗县都这样了政府把消息都锁得死死的希望媒体来看看知民心才得天下为百姓做点好事不要在让百姓手苦了,1,,,1
李克强总理21日在马来西亚吉隆坡会见印度总理莫迪时，就世界经济前景和中印两国经济发展交换意见。莫迪表示赞同李克强总理的经济理念。他说：“我刚刚看到您在年终特刊发表文章谈2016年中国经济发展，给我留下了很深刻的印象。”,0,印度总理莫迪称李克强《经济学家》署名文章令他印象深刻,,0
日本AV女苍井空福州捞金，瞧瞧中国地方官员的媚态！！！！！！！！via中华反腐联盟,1,,,1
华为和中兴通讯技术将在很大程度上被美国政府和政府承包商禁止使用。特朗普总统今天签署了这项禁令，作为更大规模的国防授权法案的一部分。该禁令基本上禁止美国政府或任何想与美国政府合作的人使用华为，中兴通讯或其他一些中国通信公司的组件...展开全文c,0,特朗普签署禁止政府使用华为和中兴通讯技术的法案,,0
国务院将于近日正式批复上海市，同意自2013年1月起撤消上海市静安区，以富民路--常德路为界线，其西面整体并入上海市长宁区；其东面整体并入上海市黄浦区；涉及拆分的街道做相应的调整,1,,#三记新闻#,1
中泰外长上周会面，探讨互免签证问题。新闻：O网页链接中新网：泰国与中国磋商将于今年9月起两国游客互免旅游签证O网页链接希望每年可吸引500万中国游客，之前中国影片“泰囧”带动了中国人游泰国热。泰国国家新闻局发文证实了两国即将放松签证要求的新闻（如图2）,1,泰国免签,,0
我从小怕老鼠，但是不怕蛇。后来，有位朋友知道此事，大为惊讶。我说，有什么好惊讶的，不是还有那么多人，某党治下都欢蹦乱跳的活着，反倒害怕什么“列强”么？,0,,,1
为一时的快活贪官董建柱从8楼女部下家裸体逃跑（图）-为一时的快活，河北省审计厅厅长助理董建柱跟女部下偷欢时被女部下的爱人堵在门外，情急之下不得不从8楼女部下家窗户爬出裸体逃跑，见图：,1,,,1
封吧中国人的账户基本在推特不能说话都一发言就封号。微博上应该把美分公知??的账号全部封了先把洛杉矶房东Kevin在纽约封了？,0,,#美共和党议员要求推特封禁中国账户#,1
这是不要脸的表现，这是贱人的表现美共和党议员要求推特封禁中国账户，这是自欺欺人的表现吗?,0,,#美共和党议员要求推特封禁中国账户#,0
台北快讯：原国民党、台联党主席，有“台独教父”之称的李登辉，与今天凌晨在其家中因心脏病复发抢救无效死亡。,1,李登辉今天凌晨心脏病复发身亡,,1
近日，天津市政府印发了，将继续压减一般工程项目审批时间，一般社会投资工程建设项目从获得土地到取得开工许可证不超过80天。,0,天津拿地到开工不超过80天,,0
？？？？？？？？说好的滋油皿煮和仁拳呢？你们这么搞，考虑过一直帮你们洗地的舔??，下一步工作开展的难度么？,0,,#美共和党议员要求推特封禁中国账户#,1
国务院推进职能转变协调小组办公室副主任吴知论20日表示，坚决砍掉各类无谓证明和繁琐手续，凡没有法律法规依据的证明和盖章环节应一律取消，办事部门可通过与其他部门信息共享获取相关信息的，不得要求申请人提供相关证明。,0,国务院：年底前对“奇葩证明”拿出解决办法并实施,,0
G20峰会正在土耳其举行。会议期间，三只萌萌哒的小猫突然闯入戒备森严、领导人云集的主会场。它们肆无忌惮地走来走去，仿佛在自家后花园散步，“视察”完毕后满意离去。英国媒体戏称，三只小猫的风头甚至盖过G20峰会的主角们。,0,喵星人来了！G20峰会特殊来宾萌萌哒,#G20峰会#,0
没有最腐败，只有更腐败。广西民政局长一人吃509份底保，九套房子6个老婆】广西民政局长一人吃509份底保，九套房子6个老婆中国记者杨慧峰：广西都安民政局长黄某一个人吃着509份底保，九套房...O网页链接,1,【转载,,1
她，没有编制，没有财政拨款，没有固定办公场所，靠一人之力，扛反腐重任，已拿下11位厅级贪官，还有近20位即将归案，战斗力远超地市级检察院。——记年度“全国反腐创先争优先进个人”赵红霞同志。,1,,,1
成都新闻频道的记者和主持人，在屏幕上大骂现在还在收费的成雅高速公路！成雅高速真该骂！这么多去应急救灾的车辆排起长龙，居然还在一个个收卡收钱。记者说请你们把杆抬起来，居然回应：我们没收到上级命令。在生命面前中国的各级官员是多么的冷漠、残忍又自私？举世罕见！李咏勤报道孔智勇-,1,,,1
1月14日，“大连卢书记”登上热搜，引发舆论关注。红星新闻记者联系到视频中“拦下王某并‘怒怼’卢书记”的志愿者小张，目前他仍在小区外站岗。据他介绍，事发一个小时后，王某和卢书记又到社区当面致歉。小张回忆...全文,0,#怒怼大连卢书记志愿小伙回应#：事发后被拦者曾当面道歉，自称比较累没控制好情绪,#怒怼大连卢书记志愿小伙回应#,0
央视现在的所作所为，将是新闻史上的奇迹。北京PM2.5爆表，它睡着了；上海黄浦江死猪乱漂，它还没醒；香港奶粉政策把脸打得啪啪响，都没能把你央视打醒，关注奶粉安全；一个美国公司的后壳有点问题，象打了鸡血似的，集体追杀；甚至动用全民的资源，去展示中国人的幸福了。呸！via凡人肖申克,1,,,0
杨澜终于承认自己是美国国籍的人大代表了。她理直气壮地说——虽然我入了美国籍，但我出身于中国，所以从原产地角度而言，我不出席美国两会而出席中国的两会是天经地义的，这说明我更爱中国。,1,杨澜：我是美国人当中国人大代表，说明我更爱中国,,0
我一直在想这真的是全面奔小康的2020吗？当年郭美美事件红十字会的社会公信力失的还少吗？这么多年又一点一滴建立起来的一丝丝信任又在瞬间土崩瓦解。慈善不是交易，更不是名利场的工具。慈善是需要脚踏实地干实事，不会做就别做物资跑到莆田系医院，地震赈灾物资烂在仓库，协和医院没口罩,1,,,1
1998年，三名福建工人在以色列被炸死，中使馆以三人是偷渡客为由不予理睬，并且拒绝配合以色列政府调查处理。以政府查明死者身份后，辗转来到福建，郑重地把死者骨灰交给家属，并每人赔赏70万美元。最有戏剧性的是，中国政府得知后，上门收取每人18万的税。祖国啊！祖国！！！我X!,1,,,1
今天上午9:30，云南昭通巧家发生一起爆炸案，现场目击者称，一女性拆迁户被通知到县政府拆迁办签协议的时候带了炸药，在协商时引爆了炸药，导致该女子和两名工作人员当场死亡，4名工作人员受伤。现场已经被戒严。方振宁,1,烈女子炸县政府拆迁办！3死4伤！,,1
现在中国平均每一位育龄妇女生育小孩的数量是1.4个。这意味着以后年轻一代人口规模会越来越小。在美国，上海，很多年轻夫妻没要更多小孩，自由选择下，很多人倾向少要小孩。所以不用担忧放松独生子女政策，中国人口就爆增。,0,博鳌专报·@陈志武：中国现在要结束独生子女的政策,,1
美国驱逐了5000多名伊朗高官的子女，同时冻结了他们在美的近1500亿美元银行存款。其实所谓私有财产神圣不可侵犯根本就是一句废话，这些人去到哪里，永远都是在危墙之下。全世界所奉行的都是君要臣死臣不得不死。建议把“海大鱼”列入高考范围。,1,,,1
韩国首尔只有五辆公务车；台湾国民党总部没有一辆专车；里根儿子排队领救济金；香港贪污200元拘役8个月；美国200年内只有41个法官犯错；冰岛100年内仅有10个官员下马；西方国家政府和政党不办媒体、所有官员财产公布、人权平等。——据说，所有这一切都是实行宪政的结果。,1,宪政是个啥玩意？,,1
微信公众号“大鹰”刚刚发布中华之鹰00...中华之鹰00...,0,男子在沙特和女同事一起吃早餐然后就被抓了,,0
广东韶关原公安局长叶树养爱好杀猪，基层领导为了投其所好，便在其下来检查工作时备好肥猪供其小试身手，其在8年之内杀了3600头猪。网页链接,1,,,1
很多国内外的记者前去采访吉林爆炸事故伤亡者家属，讽刺的是难属们几乎只接受境外及港台媒记的采访。难属说：“你们这些吃政府饭的媒体，我就算说了你们敢写敢登吗？还是不要浪费大家时间了。”几位国内的媒记识趣的走开了，中国媒体人的悲哀啊！晏耀斌,1,中国媒体人的悲哀,,1
国家主席习近平当地时间30日在巴黎会见美国总统奥巴马，就中美关系发展及共同关心的国际和地区问题深入交换意见。双方同意继续推进中美关系向前发展，加强应对气候变化领域合作，共同维护世界和平稳定，推动世界经济稳定增长。,0,习近平会见美国总统奥巴马,#习主席出席巴黎大会#,0
天空好像下雨?????????????今天才知道因为宋美龄喜欢梧桐树，蒋介石一下子找人在南京城市里种下了几万棵！航拍的美龄宫就是一条法国梧桐围成的项链...春绿秋黄，也是厉害,1,,,1
8小时前，川皇几乎晕倒，取消了后续全部安排。浪迹天涯律师的微博视频,1,,#张文宏称疫情今夏结束基本已不可能#,1
关于红会的，不断被删，速转!!!,1,,,1
3月19日，从山东省政府新闻办新闻发布会上获悉，山东原则上实行集体预约接种，从下周起将逐步开通金苗宝APP、健康山东服务号、健康码等移动应用终端在线预约和接种记录查询功能，实施多平台精准预约。各单位...全文,0,#山东下周起开通新冠疫苗接种在线预约#，原则上实行集体预约接种,#山东下周起开通新冠疫苗接种在线预约#,0
美国护照中写着：“不管你身处何方，美国政府都是你强大的后盾”。在中国护照中写着：“请严格遵守当地的法律，并尊重那里的风俗习惯”。微评：美国说，出去了有人欺负你，招呼一声，咱修理他！中国说，出去了老实点，听人家的话，好好干，少惹麻烦。,1,中美护照对比,,1
??公益宣传??北京房山区通达志愿服务队温馨提示：打赢“新型冠状病毒肺炎”防预战志愿者网络宣传在行动疫情防控期间，伤医事件如何处置？关注今日发布会问答！,0,国务院联防联控机制权威发布会系列问答,#新型冠状病毒#,0
吉林长春南关区教育局副局长谭某在接待群众时出言不逊。长春教育局回应，已通报批评，谭某已道歉。（摘自人民日报）,0,,,0
11月3日，四川省人民政府网站消息，10月30日四川省人民政府办公厅、重庆市人民政府办公厅印发川渝通办事项清单（第一批）的通知。其中，涉及身份证换证、补办；电子监控违法处理以及普通护照签发等95项通办事项。,0,#四川##川渝通办事项清单#来了！驾照、身份证等可两地通办,#四川#,0
然后，它们是怎么表达感谢的？它们和正常人类文明社会的表达感谢方法不一样吗？美国驻华大使泰里·布兰斯塔德8月6日表示，面对新冠疫情，中国运往美国的防疫物资拯救了很多生命，其中很多来自上海，我们对此深表感谢。,0,美驻华大使：中国运往美国的防疫物资拯救了很多生命,,0
近日有网友爆料称，平潭森林公安局局长林庆标、东澳卫生院院长等人，在夜总会包厢聚众闹事，打砸毁坏包厢电视等设备，后扯着外套蒙头离开。当地纪委表示已接到举报，正进行调查。今年7月一份任免通知显示，林庆标为森林公安局副局长。,0,福建一公安副局长被指打砸夜总会,#万象#,0
「求辟谣：常务副市长陈尸护城河」原铁岭市常务副市长清华才子袁卫亮尸沉沈阳护城河！当地有关部门及个别领导正在全力以赴不惜代价不择手段组织在各大论坛贴吧博客删帖，仅此一贴，即创昨日中国删帖经济历史最高，个别管理单笔收入超过10万元，现在关于袁卫亮死讯99%以上都打不开，令死因扑朔迷离。,1,,,1
"据资料，中国最富裕的1000人之中,有160位是党代会、全国人大代表或政协委员.拥有外国居留权,或者在外国产子，或者将子女送洋读书的人士比比皆是，以致两会被讥为「外国人父母俱乐部」或「联合国」.外国籍的中国两会代表，代表谁?O网页链接",1,网友惊叹：外国籍代表何其多，两会升级联合国？,,1
习访印期间和夫人彭丽媛前往甘地墓敬献花圈。我不理解的是：毛泽东纪念堂建成至今几十年，有上千位外国领导人来我朝访问，为什么就没一个外国元首到纪念堂去拜谒一下呢？为什么？毛粉们不是说：“全世界都敬佩我们毛泽东吗？”(网摘),1,,,1
从视频里的表现只能看出王某是颐指气使惯了的，小事体现态度作风问题，这要搁建国初期，最起码撤销党内职务吧。一年半不能升职，不痛不痒，影响不大，调任其他岗位还不是该咋咋。,0,,#怒怼大连卢书记志愿小伙回应#,1
有人说南京市委书记杨卫泽元旦去栖霞寺烧头香，也没能保住自己，我想说，已经向权力低头的和尚哪还有什么法力？,1,,,1
赵立坚太狠了，这样下去非把特朗普吓的晚上睡觉说梦话不可～,0,,#崔天凯回应病毒来自美国军方说法#,0
好期待这一天让西方感受我们社会主义铁锤??,0,,#美共和党议员要求推特封禁中国账户#,1
中国红十字会是唯一不加入国际红十字会的会员国——原来是山寨的，加入国际红十字会就必须在人事安排，行动、管理等方面符合国际规格，且账目必须向国际红十字会公开，多年来红十字会一方面是接受捐款，一方面是国家给予政府的津贴的机构。（阮次山）,1,,,1
法制晚报援引韩联社消息称，韩国前总统金泳三于当地时间22日零时21分逝世。金泳三，1927年出生，1992年12月当选为韩国第十四届总统，1997年卸任。,0,韩国前总统金泳三逝世,#天下#,0
中文台张婉:党内奇闻!书记实名举报市长！河南息县项店镇书记洪友强举报息县书记张富治:张贪污受贿4.6亿!勾结黑社贩卖毒品开赌场！强迫少女卖淫！包养有三名二奶奸淫幼女8人！后耗费9600万向省领导买得信阳市副市长官帽！张把政府工程承包给其兄张富山获利三个亿！张时常把女下属叫办公室进行开光!,1,,,1
自称是成都制药一厂的员工爆料，红十字会要求购买一万元药物，并开出5万元的发票，这所制药厂没有同意。但是这位人士透露旁边通化一家制药厂给开出了发票。并说红十字会所购买的帐篷一万元一顶。并留下自己的真实身份：吴斌，1973年10月12日出生，家住什邡市方亭镇中心大街西段67号。,1,,#红十字会总会#,1
今天，在本次东盟峰会及系列峰会举行期间，东盟各国领导人共同签署了，宣告东盟共同体在今年年底正式建立。峰会期间还签署了，这份政治性文件规划了东盟未来10年的行动规划。（央视记者窦筠韵朱雪松）,0,东盟峰会宣布东盟共同体在年底正式建立,,0
突然！中国正式宣布：无限期封杀澳大利亚！直接死刑！！你要相信，一个人命运是和自己的国家紧紧联系在一起的，皮之不存，毛将焉附？所以，你不是生活在一个和平的时代，而只是生活在一个和平的国家！请铭记，只有祖国强大了，才能保护自己的国民！网页链接,1,,,1
一则被爆事发四川达州的视频近日流传，一辆川S大众轿车涉嫌违停。交警执法劝离，司机先扬言找“你们领导”，自称是市公安局保卫处长，临走时还批评交警不懂事。平安达州通报，涉事民警朱某某为市政中心机关保卫处处长，目前已被停职。...展开全文c,0,四川达州一#官员违停被劝移批评交警不懂事#已被停职,#官员违停被劝移批评交警不懂事#,0
中国国家级贫困县张家川县刘书记会议室VS世界第一强国总统会议室，美国佬羡慕嫉妒恨！,1,,,1
周孝正：98年，有三名福建工人在以色列被炸死！以色列政府找到中国使馆商议赔偿及处理后事，中使馆以三名工人是偷渡客为由不予理睬！以政府对此硬是一查到底，后来不远万里来到福建，把受害者骨灰交到家属手中、向三名受害者各赔了70万美元。这钱后来还被我们政府收了每人18万的税！,1,,,1
美国那个什么，哦，某议员要求推特封禁中国账号，我们国内的平台，是不是也得有所行动啊，别整封禁美国用户，跟那些玩意一样呢？但是先把沮丧跪地的公知和丧母婊还有美粉封了！,0,,#美共和党议员要求推特封禁中国账户#,0
各位！原来事情是这样的！？日本人不费一兵一卒就可以让我们的城市一个个陷入混乱？这个问题，我们得好好深醒一下。,1,,#爱国宣言#,1
你吃下去的不光是美食，还可能是工业塑料！小蝌蚪妈妈-的微博视频,1,,#生活百科#,1
当地时间11月17日，俄亥俄州州长迈克·德威恩宣布当日起将在全州实行宵禁，以帮助对抗疫情在该州的蔓延。网页链接,0,确诊病例激增美国俄亥俄州17日起实行全州宵禁,,0
自救方法！！紧急提示！！在没有医药的情况下，在患者伤处敷很薄的生土豆片，可以快速使伤口愈合、消肿，而给患者喝生土豆汁也可以快速补充能量，促进康复。请帮助扩散给灾区朋友。via延参法师杂谈五味观点联播V中国微闻袁裕来律师徐昕任志强左小祖咒袁国宝,1,雅安地震,,1
中医点评各种水果，吃水果也有门道！果断收藏~,0,,#涨点姿势#,0
武汉东西湖三民小区居民全部转为红码，门口全是特警守门。网页链接,1,,,1
亮兄本尊：用一次性筷子做笋干炒肉！,1,还有什么是可以放心吃的？,,1
点击一下鼠标，转给你的亲人和朋友吧！：如果每个看到这条微博的人，能够转发10份给其他人，肯定至少有一条命被救回。（求扩散！）薛蛮子袁腾飞袁伟时云飞侃天下急诊科女超人于莺,1,40以上男女床头必留的三样救命东西,,1
成都大熊猫繁育研究基地7月6日对外发布消息称，大熊猫幼崽“顺顺”和“溜溜”分别于5月20日（顺顺）和5月11日（溜溜）抢救无效死亡。顺顺和溜溜出生于2019年10月11日，是一对双胞胎。央视网快看的微博视频,0,#出生仅7个月大熊猫幼崽病亡#,#出生仅7个月大熊猫幼崽病亡#,0
"大家買牙膏請留心,买牙膏时注意牙膏管反面底部的颜色条,今天才知道，原来颜色条有含义啊！尽量选择绿色和蓝，共分4种:绿、蓝、红、黑。绿色:纯天然；蓝色:天然+药物；红色:天然+化学成分；黑色:纯化学！国内的儿童牙膏居然大多是化学的，太过分了！",1,科普贴：家里的牙膏要严选！,#潮汕微提醒#,1
老户县，新鄠(hu)邑(yi)，蒋村小伙吴建章，此人在武汉感染后逃离回家，被发现后在户县北关医院隔离治疗晚上8点左右又一次逃离。??大家，年都过不好了！一只老鼠坏了一锅汤。一声叹息，一地鸡毛！呼吁：希望大家转发看到此人迅速报警别让病毒再次扩散??????,1,,#西安爆料#,1
①黄豆和豆制品，平衡体内雌激素②不熬夜，睡前泡个热水澡或者喝杯热牛奶③泡热水澡，每次泡澡3分钟，休息5分钟再入浴，重复3次④按摩，从四肢末梢朝心脏方向按摩，可以推动淋巴及血液的流动⑤有氧运动，至少每周3次、每次30分钟、运动后每分钟心跳达130下.,0,5个方法调节女性内分泌,,0
宅在家上网课，别忘记保护宝宝的视力哟「CATALO儿童DHA叶黄素鱼油」蕴含天然深海鱼油DHA+优质叶黄素，帮宝宝的大脑和眼睛补足营养??！2.26上天猫，享2件88折！更多惊喜速戳天猫国际CATALO海外旗舰店网页链接,0,,#超级进口日#,0
妇幼保健院提示您，请不要给宝宝喝爽歪歪和有添加剂的牛奶饮料，告诉家里有小孩的朋友，旺仔牛奶、可口可乐、爽歪歪、娃哈哈AD钙奶、美汁源果粒奶优菠萝味的。都含有肉毒杆菌。现在紧急召回。有孩子的都转下！！可怜的宝宝还能喝啥？？？？,1,,,1
"今年樱桃里寄生了一种蛆虫,几乎100%的樱桃里面都有.实验方法:找最好看最新鲜的樱桃,放透明玻璃杯中,倒进水去后放点盐,大约2分钟就会看到这些蛆虫从完好的表皮往外钻.求扩散。系吃货关注新会吃喝玩乐",1,,#紧急通知大家谨慎购买樱桃#,1
近期全国陆续复工，据不完全统计，复工后发生的聚集性疫情12起共15人确诊，18人传染，514人以上被隔离。包含内蒙古赤峰一发电厂、山西一发电厂。详情如下：,1,警惕！全国已有12起复工后聚集性疫情发生，500多人被隔离,#复工#,1
各位亲们中央电视台已经播出，可口可乐承认旗下(果粒橙)含有美国禁用农药「多菌灵」，多菌灵可致脑麻痺、肝脏腫瘤等癌症。包括香港正在销售的（果粒橙），香港食环署正在了解此事件。专家指出，（多菌灵）跟其他农药一样，对脑部影响最大，可引致局部麻痹，并会导致癌症。,1,,,1
山东省政府新闻办定于2021年3月19日（星期五）上午10:00举行新闻发布会，邀请省卫生健康委、省医保局、省药监局负责同志等介绍山东省推进新冠病毒疫苗接种工作有关情况。齐鲁网、闪电新闻正在直播，欢迎收看闪电新闻的微博视频,0,正在直播：山东省推进新冠病毒疫苗接种工作有关情况,#闪电直播#,0
一、炸鸡，含致癌物丙烯酰胺；二、啤酒，使尿酸沉积，肾小管阻塞肾脏衰竭；三、咖啡，压抑副交感神经减低性欲；四、豆腐，植物雌激素减少精子数；五、奶茶，反式脂肪酸减少男性荷尔蒙；六、腰子，含有重金属镉。不是吃啥补啥！！,1,6类杀精食物吃傻下一代,,0
网传，厦门第一医院已出现一例H7N9患者，不管是真是假，非常时期大家还是注意点吧！另外，东肖猪投池塘的，已经被称为：福建人民也有免费的排骨汤喝了（九龙江上游龙岩龙津河封闭池塘现十几头死猪）,1,,,1
